Restaurants,address,city,ratings,prices,cuisines,Meal_Type,Restaurant_offer_percentage,Online_payment_offer_percentage
Kebab Gunj - Radio Club,"Colaba, South Mumbai",Mumbai,4.0,800,Mughlai,Lunch,15,25
Swagath Family Restaurant & Bar,"Rudra Shelter International, Mumbai",Mumbai,4.0,1200,Multicuisine,Lunch,15,25
Aagan By Hillview Cafe,"Marriott Executive Apartments, Navi Mumbai",Mumbai,4.0,2000,Multicuisine,Lunch,15,25
Kafa,"CBD Belapur, Navi Mumbai",Mumbai,4.0,650,American,Lunch,15,25
Konkan Fusion Airoli,"Airoli, Navi Mumbai",Mumbai,4.0,1200,Konkan,Lunch,15,25
Nubiq,"Eskay Resorts, Mumbai",Mumbai,4.0,1200,Multicuisine,Lunch,15,25
Cafe Basilico ,"Colaba, South Mumbai",Mumbai,5.0,1800,Mediterranean,Lunch,10,25
Tasca,"Manpada, Thane Region",Thane,3.0,1000,Multicuisine,Lunch,20,25
Hotel Mayur,"Ulhasnagar, Thane Region",Thane,5.0,1500,Multicuisine,Lunch,10,25
Erba Restaurant & Cafe,"CBD Belapur, Navi Mumbai",Mumbai,5.0,1200,European,Lunch,10,25
Kebab Gunj - Gateway of India.,"Colaba, South Mumbai",Mumbai,4.0,800,Mughlai,Lunch,10,25
Keiba x All Saints,"Mahalaxmi, South Mumbai",Mumbai,4.3,1600,"European, Asian",Lunch,10,25
Mount View Cafe & Bistro,"Pushp Vatika Resort & Lawns, Navi Mumbai",Mumbai,5.0,800,"American, Cafe",Lunch,10,25
Coffee Island,"Churchgate, South Mumbai",Mumbai,5.0,500,"European, Coffee",Lunch,10,25
Messy Addaa,"Sion, Central Mumbai",Mumbai,5.0,1500,Multicuisine,Lunch,10,25
Polly Esther's Retro Bar,"Colaba, South Mumbai",Mumbai,4.0,2000,"Finger Food, Cocktail Menu",Lunch,15,25
Malvan Mantra,"Airoli, Navi Mumbai",Mumbai,5.0,1200,Malwani,Lunch,10,25
Iteeha Coffee,"Mahalaxmi, South Mumbai",Mumbai,4.5,500,"Coffee and Tea, Fast Food",Lunch,10,25
Bambai,"Ulhasnagar, Thane Region",Thane,5.0,1200,Multicuisine,Lunch,10,25
The Full Moon All Day Dining Bar,"Hotel Shilpa, Mumbai",Mumbai,1.0,1500,Multicuisine,Lunch,30,25
Desi Firangi Family Restaurant & Bar,"Dombivali West, Thane Region",Thane,5.0,1200,Multicuisine,Lunch,10,25
Veeraswamy,"Manpada, Thane Region",Thane,4.6,250,South Indian,Lunch,10,25
Oaks And Olives,"Kalyan, Thane Region",Thane,5.0,600,Multicuisine,Lunch,10,25
Maukka Kitchen & Bar,"Sanpada, Navi Mumbai",Mumbai,5.0,1600,Multicuisine,Lunch,10,25
The Bellpepper Cafe,"CBD Belapur, Navi Mumbai",Mumbai,5.0,1100,"Fast Food, Italian",Lunch,10,25
Hungric,"Worli, South Mumbai",Mumbai,5.0,500,Fast Food,Lunch,10,25
Cafe Amigos,"Manpada, Thane Region",Thane,4.2,1000,Fast Food,Lunch,10,25
Machli Ghar,"Hiranandani Estate, Thane Region",Thane,4.1,1100,Multicuisine,Lunch,10,25
Brooklyn Food Factory,"Airoli, Navi Mumbai",Mumbai,4.6,900,European,Lunch,10,25
Samiksha Family Restaurant,"Rabale, Navi Mumbai",Mumbai,4.7,1000,Multicuisine,Lunch,10,25
The Stone Age Cafe,"Nerul, Navi Mumbai",Mumbai,4.7,900,Fast Food,Lunch,10,25
Amba Fine Dine,"Vasant Vihar, Thane Region",Thane,3.8,800,Indian,Lunch,10,25
Mia Cucina,"Vikhroli, Central Mumbai",Mumbai,4.8,1500,Italian,Lunch,15,25
Glocal,"Worli, South Mumbai",Mumbai,4.4,1800,Multicuisine,Lunch,25,0
Zeno - Icecream | Pizzeria | Caffe,"Kharghar, Navi Mumbai",Mumbai,4.9,1400,Multicuisine,Lunch,15,25
Squee & Spoon Capybara,"New Panvel, Navi Mumbai",Mumbai,5.0,1200,Multicuisine,Lunch,10,25
Fisco Poolside,"Sasunavghar, Mumbai",Mumbai,4.1,1000,Indian,Lunch,10,25
"KMC Bar & Bistro, Pirojshanagar","Vikhroli, Central Mumbai",Mumbai,5.0,2500,Fusion,Lunch,15,25
Frozen Bottle,"Mulund West, Central Mumbai",Mumbai,5.0,400,"Beverages, Desserts",Lunch,10,25
Namaste Kalyan By Asian Wok & Grill,"Kalyan, Thane Region",Thane,4.1,1000,"Indian, Asian",Lunch,10,25
Mumbai Fast,"Khopat, Thane Region",Thane,3.7,1200,Multicuisine,Lunch,10,25
Bijoli Grill,"Powai, Central Mumbai",Mumbai,4.4,1000,Bengali,Lunch,10,25
The Joker Bistro,"CBD Belapur, Navi Mumbai",Mumbai,4.0,1434,Multicuisine,Lunch,10,25
"The Sapphire, The Emerald Hotel","The Emerald - Hotel & Service Apartments, Mumbai",Mumbai,4.3,1000,Multicuisine,Lunch,25,25
The Chef's Lab,"Airoli, Navi Mumbai",Mumbai,4.0,700,Multicuisine,Lunch,10,25
Yours Tealy Cafe,"Dombivali East, Thane Region",Thane,4.0,750,Fast Food,Lunch,10,25
Madira,"Lotus Leaf Hotel, Wafeghar, Mumbai",Mumbai,4.0,1500,"Cocktail Menu, Finger Food",Lunch,10,25
Drunken Yard,"Khopat, Thane Region",Thane,4.0,1000,Multicuisine,Lunch,10,25
Cafe Nutrithink,"Hiranandani Estate, Thane Region",Thane,4.0,900,Healthy Food,Lunch,10,25
The Meal House,"Worli, South Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,10,25
Toy Vuilla Luxuries Club,"Vashi, Navi Mumbai",Vashi,3.0,2300,"Finger Food, Cocktail Menu",Lunch,15,25
Seasonal Tastes,"Westin Mumbai Garden City, Mumbai, Western Suburbs",Mumbai,4.6,5000,All Day Dining,Lunch,25,0
Big Little Bombaye,"Vasai west, Mumbai",Mumbai,3.0,800,American,Lunch,10,25
Family Tree,"Ghatkopar East, Central Mumbai",Mumbai,4.5,1200,Multicuisine,Lunch,10,25
Flavours,"Royal Hometel Suites, Mumbai",Mumbai,3.7,1200,Multicuisine,Lunch,10,25
Arena Lounge,"Hotel Arena Inn, Mumbai",Mumbai,3.8,1250,Multicuisine,Lunch,10,25
Persian Darbar,"Byculla, South Mumbai",Mumbai,4.4,1500,Mughlai,Lunch,10,25
Shilpa Pure Veg,"Hotel Shilpa, Mumbai",Mumbai,3.6,850,Indian,Lunch,10,25
Dublin The Irish Bar,"ITC Grand Central, Mumbai",Mumbai,3.7,1600,"Finger Food, Cocktail Menu",Lunch,10,25
La Veggie,"Chowpatty, South Mumbai",Mumbai,4.6,1200,"Asian, Continental, Chinese, North Indian",Lunch,15,25
Aaishappath Marathi,"Ghatkopar West, Central Mumbai",Mumbai,4.0,400,"Maharashtrian, North Indian",Lunch,15,25
 Indi Italiano,"Ghatkopar East, Central Mumbai",Mumbai,4.0,500,"Indian, Mexican",Lunch,15,25
Regalia Family Lounge,"Mira Road East, Mumbai",Mumbai,3.3,1000,Multicuisine,Lunch,10,25
Desi Dhaba,"Kamothe, Navi Mumbai",Mumbai,3.3,1300,Multicuisine,Lunch,10,25
Solaire by Sanjay Dutt,Grand Hyatt Mumbai Hotel & Residences,Mumbai,5.0,2500,Cocktail Menu,Lunch,25,0
Kook,"Chembur, Central Mumbai",Mumbai,4.3,1300,oriental,Lunch,25,25
The Front Yard Kitchen & Bar- The Fern Residency,"Chembur East, Central Mumbai",Mumbai,5.0,1200,Multicuisine,Lunch,25,0
Kasbah Experience,"Kopar Khairane, Navi Mumbai",Mumbai,3.7,1500,"Cocktail Menu, Multicuisine",Lunch,40,25
Queens Taproom,"The Walk, Hiranandani Estate, Thane",Thane,1.0,1500,Indian,Lunch,20,25
The Great Dragon Asian Kitchen,"Vasai west, Mumbai",Mumbai,2.0,700,Asian,Lunch,15,25
Panache,"CBD Belapur, Navi Mumbai",Mumbai,4.5,1285,"Cafe, Fast Food",Lunch,30,25
Pepper Fry by Kamat's,"Thane West, Thane Region",Thane,3.9,1400,Multicuisine,Lunch,30,25
BB Restro Cafe,"Kharghar, Navi Mumbai",Mumbai,1.7,1150,Multicuisine,Lunch,10,25
Indian Touch,"Ghatkopar East, Central Mumbai",Mumbai,4.2,700,Fast Food,Lunch,10,25
Amaki By Foodieto,"Hiranandani Estate, Thane Region",Thane,5.0,900,Pan Asian,Lunch,30,25
Cafe Reed,"One World Center, Lower Parel",Parel,4.6,2000,Multicuisine,Lunch,25,25
Food Quarter,"Kurla, Central Mumbai",Mumbai,4.0,500,"Mexican, Italian",Lunch,10,25
Cafe Palms,"Bhandup, Central Mumbai",Mumbai,4.0,700,Fast Food,Lunch,10,25
The DanSing Bottle,"Manpada, Thane Region",Thane,4.0,2300,Multicuisine,Lunch,35,25
Asilo - Open Air Rooftop Lounge,"The St. Regis, Mumbai",Mumbai,4.0,4000,Multicuisine,Lunch,0,25
Sesame Bar,Hyatt Centric Juhu Mumbai,Mumbai,4.0,3000,Multicuisine,Lunch,20,25
Spices and Flavours,"Chowpatty, South Mumbai",Mumbai,4.1,1300,Multicuisine,Lunch,30,25
Razzo - Carnival O'Italia,"Lower Parel, South Mumbai",Parel,5.0,1000,Italian,Lunch,20,25
Bharat Excellensea Restaurant,"Fort, South Mumbai",Mumbai,4.2,1400,"Seafood, Multicuisine",Lunch,25,25
AOMI,"Lower Parel, South Mumbai",Parel,4.0,2300,Pan Asian,Lunch,10,25
Bloom All Day Restobar,"Mulund West, Central Mumbai",Mumbai,4.1,1500,Multicuisine,Lunch,15,25
Tiger Tiger,"Chembur, Central Mumbai",Mumbai,4.3,1500,Finger Food,Lunch,20,25
Divine - Lounge Bar & Rooftop,"Palm Beach Galleria Mall, Vashi",Vashi,4.0,2000,"Chinese, North Indian, Continental",Lunch,30,25
Saffron,"Hotel Krishna Avatar, Mumbai",Mumbai,5.0,1600,Multicuisine,Lunch,25,25
The Shelter,"Naupada, Thane Region",Thane,4.8,1650,Multicuisine,Lunch,25,0
Ode,"Worli, South Mumbai",Mumbai,4.5,3000,European,Lunch,25,0
Prego,"Westin Mumbai Garden City, Mumbai, Western Suburbs",Mumbai,4.6,4500,Italian,Lunch,25,0
Social Rooftop Lounge,"Kalyan, Thane Region",Thane,1.0,1000,"Indian, Chinese",Lunch,10,25
Olde Baileys,"Kharghar, Navi Mumbai",Mumbai,1.0,600,"Continental, Cafe",Lunch,10,25
Amantran Fine Dine,"Mulund West, Central Mumbai",Mumbai,4.6,900,Indian,Lunch,10,25
Eighteen The Lounge,"Westin Mumbai Garden City, Mumbai, Western Suburbs",Mumbai,4.4,3000,Cocktail Menu,Lunch,25,0
Vandal,"Meluha The Fern, Mumbai",Mumbai,4.8,1500,"Finger Food, Cocktail Menu",Lunch,25,0
TomTom SkyBar & Club,"Turbhe, Navi Mumbai",Mumbai,4.3,2200,Multicuisine,Lunch,25,25
KMC Bar & Bistro,"Fort, South Mumbai",Mumbai,4.6,2500,Fusion,Lunch,20,25
Makhol Premium Lounge,"Kavesar, Thane West, Thane Region",Thane,3.2,1500,"Finger Food, Cocktail Menu",Lunch,30,25
Buzz N Banter,"Mahape, Navi Mumbai",Mumbai,5.0,1200,Cocktail Menu,Lunch,20,25
Ringout Bar & Lounge,"Vashi, Navi Mumbai",Vashi,4.0,1500,Multicuisine,Lunch,45,25
The Coastal Tawa,"Bhiwandi, Thane Region",Thane,4.0,1000,Multicuisine,Lunch,25,25
Moxa Bistro,"Kopar Khairane, Navi Mumbai",Mumbai,4.0,1500,Multicuisine,Lunch,25,25
Gold Coins Eatery & Bar,"Tardeo, South Mumbai",Mumbai,5.0,1250,Indian,Lunch,15,25
Fusion Zaika,"Ghatkopar East, Central Mumbai",Mumbai,4.2,600,"Indian, Chinese",Lunch,15,25
5th avenue burger,"Kurla, Central Mumbai",Mumbai,4.2,600,Fast Food,Lunch,25,0
Bar 303,"Ghatkopar West, Central Mumbai",Mumbai,3.9,1100,Finger Food,Lunch,25,0
Gold Coins VegX,"Tardeo, South Mumbai",Mumbai,4.0,1250,Multicuisine,Lunch,10,25
Headquarter,"Ghatkopar West, Central Mumbai",Mumbai,4.0,1200,"Multicuisine, Cocktail Menu",Lunch,25,0
Pavillion By Z-Bliss Suites,"Z Bliss Suites, Mumbai",Mumbai,4.0,2000,Multicuisine,Lunch,25,0
L&S Bistro,"InterContinental, Mumbai",Mumbai,4.5,3000,Multicuisine,Lunch,10,25
Shreedevi Mélange,"Chembur, Central Mumbai",Mumbai,5.0,850,Multicuisine,Lunch,10,25
Aishwarya Resto Bar,"Chembur, Central Mumbai",Mumbai,5.0,700,Multicuisine,Lunch,10,25
Boss Burger Brews & B.B.Q.s,"Vikhroli, Central Mumbai",Mumbai,3.7,1500,"Burgers, Beverages",Lunch,25,0
Pancharatna Restaurant,"Marine Lines, South Mumbai",Mumbai,4.5,1800,"Indian, oriental, Continental",Lunch,25,0
Moni's Bar & Restaurant,"Naupada, Thane Region",Thane,4.3,1500,Indian,Lunch,25,0
Hotel Mumbai Express,"Airoli, Navi Mumbai",Mumbai,4.2,1200,Multicuisine,Lunch,15,25
Shraddha's Pure Veg,"Mulund West, Central Mumbai",Mumbai,4.7,800,Multicuisine,Lunch,10,25
Kaala Chashma,"Panch Pakhadi, Thane West",Thane,4.2,1000,Indian,Lunch,25,0
Quattro Ristorante,"Lower Parel, South Mumbai",Parel,4.7,1200,"Italian, Mexican",Lunch,15,25
Kath N Ghat Restaurant,"Panch Pakhadi, Thane West",Thane,4.8,1200,Multicuisine,Lunch,15,25
The Cocktail Room by Milagro,"Worli, South Mumbai",Mumbai,4.0,2000,"European, French, Italian, Seafood, Spanish, Cocktail Menu",Lunch,20,25
The Mint Leaf Lounge,"Airoli, Navi Mumbai",Mumbai,4.0,1500,Multicuisine,Lunch,15,25
Kanha Pure Veg Multicuisine Restaurant,"Dombivali East, Thane Region",Thane,4.0,1000,Multicuisine,Lunch,20,25
Tiamo Caffe & Bar ,"Mulund West, Central Mumbai",Mumbai,3.9,1000,Multicuisine,Lunch,10,25
Quattro Bistro,"Churchgate, South Mumbai",Mumbai,5.0,2000,European,Lunch,15,25
Lazeez Affaire,"Kalyan, Thane Region",Thane,4.0,1000,North Indian,Lunch,20,25
Speakeasy ,"Radisson Resort, Khopoli, Navi Mumbai",Mumbai,5.0,2000,Multicuisine,Lunch,15,25
 Bake Ur Day,"Prabhadevi, South Mumbai",Mumbai,5.0,350,Bakery,Lunch,15,25
Alfredo's,"Hotel King's International, Mumbai",Mumbai,4.4,1500,Continental,Lunch,25,0
BLOCK 108 Kitchen & Cocktail Bar,"Hiranandani Estate, Thane Region",Thane,4.7,1600,Multicuisine,Lunch,15,25
Flip Bar and Kitchen,"Chembur, Central Mumbai",Mumbai,3.8,1000,Multicuisine,Lunch,10,25
Roots Resto Bar,"Ghatkopar East, Central Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,10,25
The Rooftop,"Naupada, Thane Region",Thane,4.0,1000,Indian,Lunch,10,25
Love For Cake,"Kurla, Central Mumbai",Mumbai,4.0,450,Desserts,Lunch,10,25
Taste Of India,"Vidyavihar West, Mumbai",Mumbai,4.0,700,Multicuisine,Lunch,10,25
The Daily Dough ,"Chembur, Central Mumbai",Mumbai,4.0,600,Bakery,Lunch,10,25
The Bacckyard Restaurant ,"Mulund West, Central Mumbai",Mumbai,4.0,900,"Chinese, Indian",Lunch,10,25
Aishwarya NX Resto Bar,"Chembur, Central Mumbai",Mumbai,4.0,700,Multicuisine,Lunch,10,25
Coffee Capital,"Chembur, Central Mumbai",Mumbai,4.0,1200,"Fast Food, Coffee",Lunch,25,0
Horniman Cafe,"Fort, South Mumbai",Mumbai,3.7,1200,"Cocktail Menu, Multicuisine",Lunch,20,25
Heroesss,"Chembur, Central Mumbai",Mumbai,2.0,1480,Finger Food,Lunch,20,25
South Stories,"Louis Wadi, Thane West",Thane,4.3,450,South Indian,Lunch,15,25
Fish Curry Rice,"Dadar Shivaji Park, South Mumbai",Mumbai,4.4,1000,Indian,Lunch,15,25
Panache,"Kharghar, Navi Mumbai",Mumbai,4.4,1000,Continental,Lunch,10,25
The House of Bakers,"Mulund West, Central Mumbai",Mumbai,3.8,1000,"Cafe, Bakery",Lunch,10,25
 The Bigg Small Cafe + Bar,"Dadar West, South Mumbai",Mumbai,3.8,1400,"Cocktail Menu, Multicuisine",Lunch,25,0
Flavours At Bay,"Charni Road, South Mumbai",Mumbai,4.2,1400,Multicuisine,Lunch,10,25
Lord Forklore,"Airoli, Navi Mumbai",Mumbai,4.4,1280,Multicuisine,Lunch,10,25
Koka Cafe and Bar,"Manpada, Thane Region",Thane,4.1,1400,Pan Asian,Lunch,15,25
Maria Lounge,"Majiwada, Thane Region",Thane,4.2,1200,Multicuisine,Lunch,15,25
Karma Sheesha and Restaurant,"Chembur, Central Mumbai",Mumbai,3.4,1000,Multicuisine,Lunch,10,25
Mezzo Mezzo,JW Marriott Mumbai Juhu,Mumbai,4.7,5000,European,Lunch,25,0
Coast & Bloom,"Dadar Shivaji Park, South Mumbai",Mumbai,4.6,2000,Multicuisine,Lunch,10,25
Coffee By Di Bella,"CBD Belapur, Navi Mumbai",Mumbai,4.0,1000,Cafe,Lunch,15,25
Quattro Bistro,"CBD Belapur, Navi Mumbai",Mumbai,4.0,1500,European,Lunch,15,25
Charlie's Chimney,"Mira Road East, Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,15,25
Divine Fine Dine,"Kalyan, Thane Region",Thane,4.0,1200,Multicuisine,Lunch,15,25
Get Set Tonight,"Mira Road East, Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,15,25
Quick Grills,"Ulwe, Navi Mumbai",Mumbai,4.0,600,Indian,Lunch,15,25
Symbiosis 5,"Wagle Estate, Thane West",Thane,4.0,800,"Chinese, North Indian, Continental",Lunch,15,25
Veg Tadka,"Naigaon East, Mumbai",Mumbai,4.0,950,Multicuisine,Lunch,15,25
Kudos Pure Veg Restaurant And Banquet,"Castle Mill, Thane Region",Thane,4.0,1000,"North Indian, Asian",Lunch,15,25
Omg21 Pizza,"Wagle Estate, Thane West",Thane,5.0,700,Pizza,Lunch,10,25
Kanyshka - The Rooftop,"The Fern Residency, Bhiwandi-Pimplas, Mumbai",Mumbai,5.0,1500,"Cocktail Menu, Finger Food",Lunch,10,25
Regency Family Restaurant,"Dombivali East, Thane Region",Thane,5.0,1500,Multicuisine,Lunch,25,0
Teerth Sagar Pure Veg,"Owale, Thane Region",Thane,5.0,500,Indian,Lunch,10,25
Virsa Grillhouse,"CBD Belapur, Navi Mumbai",Mumbai,5.0,1700,North Indian,Lunch,10,25
Romeo House Kitchen,"Parel, Mumbai",Parel,4.7,1500,Multicuisine,Lunch,10,25
Kaala Chashma,"Dombivali East, Thane Region",Thane,5.0,1000,Indian,Lunch,15,25
The Last Slice By Polysky,"Ulhasnagar, Thane Region",Thane,5.0,1200,Multicuisine,Lunch,10,25
Cafe 24x7,"Nerul, Navi Mumbai",Mumbai,5.0,300,Fast Food,Lunch,10,25
The Burger Pit - Fusion Chef,"Mira Road East, Mumbai",Mumbai,5.0,600,American,Lunch,10,25
1993 The Container Kitchen,"Mira Road East, Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,15,25
Stark Bistro,"Dombivali East, Thane Region",Thane,4.8,800,Indian,Lunch,10,25
Malang,"Owale, Thane Region",Thane,3.8,1000,Multicuisine,Lunch,15,25
Kalp - Elevated Cuisine and Cocktails,"Airoli, Navi Mumbai",Mumbai,3.8,1900,Multicuisine,Lunch,10,25
Shree Sunders,"Lower Parel, South Mumbai",Parel,4.8,1200,Multicuisine,Lunch,25,0
Taratsa,"Wagle Estate, Thane West",Thane,3.8,1500,Multicuisine,Lunch,15,25
Basanti's Himalayan Restaurant,"Kamothe, Navi Mumbai",Mumbai,4.8,400,"Chinese, North Indian",Lunch,10,25
Ramdev Bites,"Bhiwandi, Thane Region",Thane,4.8,500,Multicuisine,Lunch,10,25
Chala Basuya,"Mahim, South Mumbai",Mumbai,4.7,1100,Multicuisine,Lunch,10,25
Club Iguana,"Worli, South Mumbai",Mumbai,4.5,1500,Finger Food,Lunch,10,25
Shrinathjis Sweets and Snacks,"Lower Parel, South Mumbai",Parel,3.6,800,South Indian,Lunch,15,25
Ambience Bar & Kitchen,"Lower Parel, South Mumbai",Parel,4.2,1500,Multicuisine,Lunch,25,0
Krishnamaai Pure Veg,"Ghansoli, Navi Mumbai",Mumbai,4.3,800,Fast Food,Lunch,10,25
Kerala Quarters,"Lower Parel, South Mumbai",Parel,4.3,2000,Multicuisine,Lunch,10,25
Twistie's,"Manpada, Thane Region",Thane,4.2,500,American,Lunch,10,25
Panchtara Fine Dine,"Dombivali East, Thane Region",Thane,4.5,1000,Multicuisine,Lunch,10,25
Green Leaf Restaurant & Lounge - Thane,"Ghodbunder Road, Thane Region",Thane,3.7,1500,Multicuisine,Lunch,10,25
Kayko Terrace Cafe ,"Chembur, Central Mumbai",Mumbai,4.3,1500,Multicuisine,Lunch,25,0
Stella,"Chembur, Central Mumbai",Mumbai,5.0,1500,Indian,Lunch,25,0
Macchali by Shraddha's Seafood Resturant,"Naupada, Thane Region",Thane,4.3,1000,Seafood,Lunch,25,0
The Fuchsia Loft,"Hotel King's International, Mumbai",Mumbai,5.0,1800,North Indian,Lunch,25,0
Poie & Pao,"Chembur, Central Mumbai",Mumbai,5.0,650,Goan,Lunch,25,0
Headquarter Restro Bar,"Gulshan Baug, Mumbai",Mumbai,5.0,1000,Chinese,Lunch,25,0
Huyen- South East Asian,"Sector 15, CBD Belapur, Navi Mumbai",Mumbai,4.1,1100,"Asian, Chinese",Lunch,10,25
Utsav Delight Dining & Bar,"Khopat, Thane Region",Thane,3.7,1500,Multicuisine,Lunch,10,25
Mallow Garden Resto Bar,"Hiranandani Estate, Thane Region",Thane,4.0,1500,Multicuisine,Lunch,10,25
Mandar Garden | Family Resto Bar,"Turbhe, Navi Mumbai",Mumbai,4.0,1400,Multicuisine,Lunch,10,25
Taste Of Kerala,"Fort, South Mumbai",Mumbai,4.0,800,Kerala,Lunch,10,25
Roots & Greens Fine Dine and Restaurant,"Vasai west, Mumbai",Mumbai,4.0,1000,Multicuisine,Lunch,10,25
Coastal Seafood Myraid Hotel,"Mira Road East, Mumbai",Mumbai,4.0,1500,Seafood,Lunch,10,25
Regency Family Restaurant,"Hiranandani Estate, Thane Region",Thane,4.0,1500,Multicuisine,Lunch,10,25
Aahii,"Worli, South Mumbai",Mumbai,4.0,4000,Modern Indian,Lunch,10,25
The Country Wok,"Sanpada, Navi Mumbai",Mumbai,4.0,500,Chinese,Lunch,10,25
Hotel Paradise,"Kalyan, Thane Region",Thane,4.0,1200,Multicuisine,Lunch,10,25
The Great Room,"Navi Mumbai Marriott Hotel, Mumbai",Mumbai,4.0,2000,Cocktail Menu,Lunch,10,25
Morph By Polysky,"Ulhasnagar, Thane Region",Thane,4.0,1200,Multicuisine,Lunch,10,25
Crumble and Bake,"CBD Belapur, Navi Mumbai",Mumbai,4.0,800,"Bakery, Cafe",Lunch,10,25
Fortune Veg Restaurant,"Shrikrishna Road, Mumbai",Mumbai,4.0,800,Multicuisine,Lunch,10,25
Boat Restaurant & Bar,"Krishna Resorts, Mumbai",Mumbai,4.0,1500,Multicuisine,Lunch,10,25
Maiz Mexican Kitchen,"Thane West, Thane Region",Thane,4.0,800,Mexican,Lunch,10,25
Taftoon Bar & Kitchen,"Powai, Central Mumbai",Mumbai,4.2,2500,Indian,Dinner,25,0
Butterfly High,"Vikhroli, Central Mumbai",Mumbai,4.7,3000,Multicuisine,Dinner,25,0
Eve,"Worli, South Mumbai",Mumbai,4.7,2500,Multicuisine,Dinner,0,25
Cacao- A Restrobar,"Aralia International Airport, Mumbai",Mumbai,4.0,1200,"Mexican, Indian, Italian",Dinner,50,25
Zytun- The Restaurant,"Hotel Metropolis, Mumbai",Mumbai,4.3,1200,Multicuisine,Dinner,25,25
Fusion Ville,"Marol, Central Mumbai",Mumbai,4.1,1200,Multicuisine,Dinner,25,25
Uttam Da Dhaba,"Marol, Central Mumbai",Mumbai,4.3,1200,South Indian,Dinner,10,25
The Brasserie BY HILTON MUMBAI ,"Hilton Mumbai, Mumbai",Mumbai,4.2,2200,Multicuisine,Dinner,50,25
Shetty Lounge,"Marol, Central Mumbai",Mumbai,4.0,1600,"Chinese, Indian",Dinner,10,25
190 AMSL By Novotel,Novotel Mumbai International Airport,Mumbai,4.8,995,"Asian, Continental",Dinner,30,25
Dhaba,"Marol, Central Mumbai",Mumbai,5.0,800,Multicuisine,Dinner,10,25
Fiona,Radisson Blu Mumbai International Airport,Mumbai,4.2,3000,"Multicuisine, Cocktail Menu",Dinner,50,25
Mado Mado,Fairfield by Marriott Mumbai International Airport,Mumbai,4.3,3000,Multicuisine,Dinner,50,25
Gourmet Bar By Novotel,Novotel Mumbai International Airport,Mumbai,4.9,2500,Modern Indian,Dinner,30,25
IC BY HILTON MUMBAI ,"Hilton Mumbai, Mumbai",Mumbai,4.5,1800,Pan Asian,Dinner,30,25
Saptami,"Holiday Inn Mumbai International Airport, Mumbai",Mumbai,4.4,2000,Multicuisine,Dinner,30,25
Navya,"The Regale by Tunga, Mumbai",Mumbai,4.5,850,Multicuisine,Dinner,25,25
72 Bar,"Holiday Inn Mumbai International Airport, Mumbai",Mumbai,4.3,2000,"Finger Food, Cocktail Menu",Dinner,50,25
Baluchi,"The Lalit, Mumbai",Mumbai,4.4,3500,North Indian,Dinner,25,25
Gallery Cafe,Radisson Mumbai Andheri MIDC,Mumbai,4.2,2500,Multicuisine,Dinner,55,25
Lake View Cafe,The Westin Mumbai Powai Lake,Mumbai,4.4,3000,Multicuisine,Dinner,20,25
Romano's,"JW Marriott Mumbai Sahar, Mumbai",Mumbai,4.6,4000,Italian,Dinner,25,25
Banjara,"Goldfinch Hotel, Mumbai",Mumbai,4.1,1500,Multicuisine,Dinner,55,25
MoMo Cafe,Courtyard Mumbai International Airport,Mumbai,4.3,3000,Multicuisine,Dinner,25,25
24/7 Restaurant,"The Lalit, Mumbai",Mumbai,4.4,3500,"Multicuisine, Bengali",Dinner,25,25
Black Bull Cafe & Bar,"Powai, Central Mumbai",Mumbai,4.8,1300,"Chinese, Indian",Dinner,25,25
Ummrao,Courtyard Mumbai International Airport,Mumbai,4.4,1500,Indian,Dinner,25,25
Whats Your Plan ?,"Sakinaka, Central Mumbai",Mumbai,4.7,1600,"Multicuisine, Asian",Dinner,25,25
Citrus,"The Leela, Mumbai",Mumbai,4.4,3000,European,Dinner,25,25
LVEL Bar & Diner,"Sakinaka, Central Mumbai",Mumbai,4.0,1800,Finger Food,Dinner,25,25
Something's Fishy,"Tunga International, Mumbai",Mumbai,4.6,1700,Seafood,Dinner,10,25
Lounge Bar BY HILTON MUMBAI ,"Hilton Mumbai, Mumbai",Mumbai,4.1,2000,"Finger Food, Cocktail Menu",Dinner,30,25
Nawab Saheb,The Westin Mumbai Powai Lake,Mumbai,4.5,5000,Awadhi,Dinner,25,25
Kohana,"Powai, Central Mumbai",Mumbai,3.6,3500,Multicuisine,Dinner,15,25
Jw Lounge,"JW Marriott Mumbai Sahar, Mumbai",Mumbai,5.0,3500,Cocktail Menu,Dinner,25,25
Knotty Yard,"Powai, Central Mumbai",Mumbai,4.0,1500,"Cocktail Menu, Italian",Dinner,20,25
Asia Kitchen By Mainland China,"Sakinaka, Central Mumbai",Mumbai,4.4,1600,Pan Asian,Dinner,20,25
Ice Cream Works Gold,"Powai, Central Mumbai",Mumbai,3.0,400,"Desserts, Ice Cream",Dinner,15,25
House Of Asia,"Hotel Mirador, Mumbai",Mumbai,3.7,2500,Pan Asian,Dinner,25,25
